Area,Location,Rent (RM/month),Headline,Link
Selangor,Subang Jaya,710,"Middle room Limited affordable, clean and spacious USJ 2 Subang Jaya",https://my.roomz.asia/890663
Selangor,Bandar Sunway,950,Single room for rent at D'Latour Bandar Sunway,https://my.roomz.asia/887766
Selangor,Bandar Mahkota Cheras,550,Master room for rent at Mahkota Garden Condominium with private 🛁bathroom,https://my.roomz.asia/854476
Selangor,Bandar Sunway,1500,Medium Room Geolake  Bandar Sunway for Female only,https://my.roomz.asia/854085
Selangor,Bandar Mahkota Cheras,680,Master room for rent at The I Residence Condominum,https://my.roomz.asia/853995
Selangor,Kelana Jaya,560,"🏡🏡 Room For Rent at SS22, Damansara Jaya, With Fully Facilities, Wifi & A/C ❄❄",https://my.roomz.asia/810441
Selangor,Taman Mayang,550,"Fully Furnished Middle Room at SS26 @ Taman Mayang, Kelana Jaya with UNLIMITED High Speed WI-FI",https://my.roomz.asia/810258
Selangor,Taman Mayang,550,Available Room at Taman Mayang With Fully Furnished & Include Utilities!!!,https://my.roomz.asia/810230
Selangor,Taman Mayang,550,"High Speed WIFI Room For Rent at Taman Mayang Free Facilities, Include Utilities",https://my.roomz.asia/810167
Selangor,SS2,580,Zero Deposit 🌈 Medium / Small Room for rent 📍 near Sea Park / Paramount,https://my.roomz.asia/810437
Selangor,Puchong Jaya,550,😍😍 Zero Deposit ❗❗ FULLY FURNISHED ROOM JLN KENARI BANDAR PUCHONG JAYA,https://my.roomz.asia/808867
Selangor,Kelana Jaya,550,🏠 Room For Rent AT SS4 Kelana Jaya With Free Wifi & A/C 🏠 ,https://my.roomz.asia/808811
Selangor,Bandar Puteri,550,(𝓩𝓔𝓡𝓞 𝓓𝓔𝓟𝓞𝓢𝓘𝓣 𝓟𝓐𝓒𝓚𝓐𝓖𝓔) 😍 Middle room for rent at Bandar Puteri Puchong,https://my.roomz.asia/814169
Selangor,Puchong Jaya,550,"✨ New Comfort Room at Kenari Bandar Puchong Jaya, Puchong with maintenance and repair services",https://my.roomz.asia/808880
Selangor,USJ ,500,"🏠🏠 Room To Let at USJ 11, Subang Jaya, LRT With High Speed Wifi & Housekeeping Services",https://my.roomz.asia/807758
Kuala Lumpur,Kuala Lumpur,880,Fully Furnished Master room for rent at Danau Idaman - Block C | condo with private 🛁bathroom,https://my.roomz.asia/884981
Kuala Lumpur,Prima Setapak,900,"Below Market Price📑! Good Price & Value! ⛱Comfort Location In Setapak Area, Fully Furnished Unit with 👱🏻‍♀️Private Bathrom! Near To Setapak Central🛍",https://my.roomz.asia/890469
Kuala Lumpur,Kuchai,550,"🍀 Weekly Cleaning 🍀 Single Room at Spring Avenue, Kuchai Lama, Old Klang Road ",https://my.roomz.asia/890421
Kuala Lumpur,Old Klang Road,1000,Master room for rent at Petalz Residences @ Old Klang Road with private 🛁bathroom,https://my.roomz.asia/890419
Kuala Lumpur,Chow Kit,850,ZERO DEPOSIT🌈TWIN ROOM🌈M1 HOTEL🌈,https://my.roomz.asia/884883
Kuala Lumpur,Old Klang Road,950,Middle Room with Private Balcony for rent at Petalz Residences @ Old Klang Road,https://my.roomz.asia/890414
Kuala Lumpur,Brickfields,800,"Middle room for rent at Villa Scott Condominium KL Sentral, Brickfield with A Class Services !!!",https://my.roomz.asia/819720
Kuala Lumpur,Setapak,1000,Master room for rent at PV12 Platinum Lake Condominium with private 🛁bathroom,https://my.roomz.asia/833934
Kuala Lumpur,Kuchai,850,"🔴 Brand New Master Bedroom with Private Bathroom 🔴 at Spring Avenue, Kuchai Lama",https://my.roomz.asia/890413
Kuala Lumpur,Bukit Jalil,530,Single room for rent at Casa Green Bukit Jalil,https://my.roomz.asia/890409
Kuala Lumpur,Bukit Jalil,570,Middle room for rent at Casa Green Bukit Jalil,https://my.roomz.asia/890408
Kuala Lumpur,Taman Wahyu,650,Single room for rent at Jalan Ipoh,https://my.roomz.asia/890404
Kuala Lumpur,Taman Wahyu,800,Middle room for rent at Jalan Ipoh,https://my.roomz.asia/890403
Kuala Lumpur,Sentul,900,Master room for rent at Jalan Ipoh with private 🛁bathroom,https://my.roomz.asia/890402
Kuala Lumpur,Maluri,900,中房出租 【MALURI】【步行到 MRT + LRT】[靠近吉隆玻市中心] [Amaya Maluri / Aeon Maluri / Sunway Velocity] [MRT Maluri] [LRT Maluri],https://my.roomz.asia/816222
Kuala Lumpur,Cheras,850,CHERAS 超方便租房地点. 连接 MRT. 连接 Shopping Mall.  有泳池. 有 GYM. (EKOCHERAS),https://my.roomz.asia/860900
Kuala Lumpur,Cheras,850,CHERAS Room For Rent. Directly connected to MRT Station. Directly connected to Shopping Malls. (EKOCHERAS),https://my.roomz.asia/809814
Kuala Lumpur,Maluri,900,中房出租 【MALURI】【步行到 MRT + LRT】[靠近吉隆玻市中心] [Amaya Maluri / Aeon Maluri / Sunway Velocity] [MRT Maluri] [LRT Maluri],https://my.roomz.asia/860901
Kuala Lumpur,Maluri,1100,Master Room for Rent 【MALURI】【Walking Distance to MRT + LRT】【Near KL City Centre】【Private Bathroom】[Amaya Maluri / Aeon Maluri / Sunway Velocity] [MRT Maluri] [LRT Maluri] Maluri @ Maluri,https://my.roomz.asia/860948
Kuala Lumpur,Bangsar South,880,Bangsar South/Mid Valley RM880 Middle room,https://my.roomz.asia/855869
Kuala Lumpur,Danau Kota,900,Master room for rent at Worldview Grand Hotel with private 🛁bathroom,https://my.roomz.asia/888835
Kuala Lumpur,Maluri,800,Middle room for rent at City Edge Hotel Malaysia with private 🛁bathroom,https://my.roomz.asia/889513
Kuala Lumpur,Chow Kit,750,Rent The Right Rooms With Us👍🏻 ⚠Check This Out To End Your Misery👇🏻,https://my.roomz.asia/890253
Selangor,USJ ,550,"👍 FREE UTILITY❗❗ Great Location Room Available at USJ 9 📍, Subang Jaya",https://my.roomz.asia/807744
Selangor,USJ ,550,"🏠🏠 Room Rent at USJ 6, UEP Subang Jaya ,Clean & Strategic Location With Internet",https://my.roomz.asia/807782
Selangor,USJ ,550,"🌟💥 Partially Furnished Middle room for rent at USJ 20 , SUBANG JAYA",https://my.roomz.asia/806602
Selangor,SS15,480,Low Rental 📌 Single room for rent at Subang Jaya 📍 near SS14 | SS18,https://my.roomz.asia/847830
Selangor,Puchong Jaya,500,Fully Facilities Rooms at Jalan Kenari Bandar Puchong Jaya 5Mins Walking To LRT Station,https://my.roomz.asia/794747
Selangor,Bandar Puteri,500,"Free Utility!!Room For Rent at Bandar Puteri Puchong , Internet & Fully Facilities",https://my.roomz.asia/794732
Selangor,Taman Tasik Prima,550,"Single room for rent at Taman Tasik Prima, Puchong Near Taman Puchong Utama / Bandar Bukit Puchong",https://my.roomz.asia/805737
Selangor,Sungai Buloh,550,🏡🏡 Room in BUKIT RAHMAN PUTRA NEAR HOSPITAL SG BULOH 💯FREE WIFI ROOM FOR RENT 💥,https://my.roomz.asia/799315
Selangor,Bandar Sri Damansara,550,🤑 𝓩𝓔𝓡𝓞 𝓓𝓔𝓟𝓞𝓢𝓘𝓣 ❗❗ AFFORDABLE ROOM FOR RENT IN BANDAR SRI DAMANSARA ,https://my.roomz.asia/798466
Selangor,Damansara Utama,600,🔥🔥 PROMOTION!!! Middle room for rent at Damansara Utama FREE WIFI ROOM FOR RENT 💯,https://my.roomz.asia/799712
Selangor,Bandar Botanik,500,✨✨ BANDAR BOTANIK NEAR KESAS/GM KLANG/AEON BUKIT TINGGI NICE ROOM FOR RENT,https://my.roomz.asia/798803
Selangor,Petaling Jaya,550,"Middle room for rent at Pj New Town 🚶‍♂️ to Taman Jaya LRT Station, Saito",https://my.roomz.asia/797228
Selangor,Seksyen 17,550,Master room for rent at PJ Section 17 prefer UM students,https://my.roomz.asia/890834
Selangor,Kota Damansara,600,"Landed house ROOMS for RENT @ Sepah Puteri, Kota Damansara with Wi-Fi",https://my.roomz.asia/798311
Selangor,Kota Damansara,550,"Room For Rent at Sepah Puteri with Free Internet, Fully Furnished",https://my.roomz.asia/807099
Selangor,Kota Damansara,580,Middle room for rent at Kota Damansara Nearby The Strand / Dataran Sunway / Tropicana / Bandar Utama,https://my.roomz.asia/805684
Selangor,Kota Damansara,580,"AVAILABLE Middle room for rent at Kota Damansara, Petaling Jaya With High Speed WIFI",https://my.roomz.asia/807169
Selangor,Kota Damansara,600,1 Middle room 1 Bathroom for rent at Kota Damansara ,https://my.roomz.asia/805683
Selangor,Bandar Sunway,550,Zero Deposit 🌈 Medium Room for rent. Less than 350m Walking distance BRT Station 🚌🚌,https://my.roomz.asia/793986
Selangor,Bandar Sri Damansara,580,Medium Room for rent Bandar Sri Damansara ⛳ Free WiFi,https://my.roomz.asia/804316
Selangor,Bandar Sunway,540,"🔥 Limited Left. Bandar Sunway, PJS 9 📍 Walking 🚶‍♂️ to Sunway Free BUs, Sunway Pyramid // Room For Rent Subang Jaya, SS13, SS14, SS15, SS18",https://my.roomz.asia/805255
Selangor,Bandar Puteri,540,MCO FREE DEPOSIT 🟦🟩 Medium / Small Room for rent Puchong 📍 near Bandar Puteri / Puchong Jaya,https://my.roomz.asia/805276
Selangor,Bandar Puteri,550,"🏡 Middle room for rent at Taman Wawasan, Puchong near SetiaWalk, Bandar Puteri",https://my.roomz.asia/804322
Selangor,Petaling Jaya,680,Fully Furnished Master room at SS4c,https://my.roomz.asia/801791
Selangor,Taman Mayang,550,💥 Room Available at SS25 @ Taman Mayang ❌Non-Smoking Room,https://my.roomz.asia/801802
Kuala Lumpur,Chow Kit,750,"Below Market Price📑! Good Price & Value! ⛱Comfort Location In PWTC Area, Room with Balcony! Near To PWTC!",https://my.roomz.asia/890240
Kuala Lumpur,Chow Kit,650,Rent The Right Rooms With Us👍🏻 ⚠Check This Out To End Your Misery👇🏻,https://my.roomz.asia/890235
Kuala Lumpur,Titiwangsa Sentral,1100,"Below Market Price📑! Good Price & Value! ⛱Comfort Location In Titiwangsa Area, Female Unit with 👱🏻‍♀️Balcony! Near To HKL!",https://my.roomz.asia/890228
Kuala Lumpur,Old Klang Road,700,Single room for rent at Millerz Square @ Old Klang Road | EXSIM prefer  👩female,https://my.roomz.asia/890202
Kuala Lumpur,Sri Petaling,480,FEMALE QUEEN Bed Near BUKIT JALIL LRT SRI PETALING LRT. 1 person or 2 persons,https://my.roomz.asia/866493
Kuala Lumpur,Setapak,630,Master room for rent at PV13 with private 🛁bathroom,https://my.roomz.asia/890199
Kuala Lumpur,Danau Kota,630,Middle room for rent at Residensi Platinum Teratai,https://my.roomz.asia/890177
Kuala Lumpur,Maluri,850,"Medium Big Room @ Amaya Maluri,Cheras,KL (Near LRT Maluri, MRT Maluri,Sunway Velocity,AEON,TRX)",https://my.roomz.asia/857720
Kuala Lumpur,Chow Kit,650,Single room for rent at PWTC Bistari Service Apartment,https://my.roomz.asia/890171
Kuala Lumpur,Chow Kit,385,Regalia Suites. High End Dorm for Females. All friendly tenants,https://my.roomz.asia/839792
Kuala Lumpur,Titiwangsa Sentral,385,High End Penthouse Dorm for Rent. Female Only. Near LRT ,https://my.roomz.asia/837533
Kuala Lumpur,Chow Kit,385,High End Penthouse Dorm for Rent. 5 minute walk to LRT PWTC. No Deposit,https://my.roomz.asia/837527
Kuala Lumpur,KL City Center,385,High End Penthouse Dorm for Rent. Beside Sunway Putra Mall,https://my.roomz.asia/837530
Kuala Lumpur,KL City Center,385,High End Regalia Suites Penthouse for Rent. ( Near KLCC ) ( Female Only ),https://my.roomz.asia/839791
Kuala Lumpur,Kuala Lumpur,750,Middle room for rent at The annex @ Medan Connaught ,https://my.roomz.asia/890135
Kuala Lumpur,Kuala Lumpur,650,Single room for rent at The Annex @ Medan Connaught ,https://my.roomz.asia/890133
Kuala Lumpur,Wangsa Maju,900,FEMALE ONLY Balcony room for rent at Desa Putra Condominium with private 🛁bathroom prefer  👩female Sri Rampai LRT,https://my.roomz.asia/882372
Kuala Lumpur,Wangsa Maju,750,[LADY] Middle room for rent at Desa Putra Condominium prefer  👩female,https://my.roomz.asia/886809
Kuala Lumpur,Setiawangsa,950,[MUSLIM LADY] Hush Master room for rent at Seri Maya Condominium with private 🛁bathroom prefer  👩female,https://my.roomz.asia/888785
Kuala Lumpur,Setiawangsa,740,8/9 New Middle room for rent at Seri Maya Next 2 Setiawangsa LRT to KLCC KLSentral,https://my.roomz.asia/888786
Kuala Lumpur,Kuala Lumpur,680,(Ready to move in!!) Middle room for rent at Sri Putramas 1 Condominium,https://my.roomz.asia/890089
Kuala Lumpur,Kuala Lumpur,450,Single room for rent at Jalan Kuchai Maju 7,https://my.roomz.asia/845368
Kuala Lumpur,Kuala Lumpur,530,(Ready to move !!) Single room for rent at Danau Idaman,https://my.roomz.asia/890070
Kuala Lumpur,Sentul,500,Single room for rent at Sky Awani Sentul 👩female only,https://my.roomz.asia/885942
Kuala Lumpur,Bukit Jalil,550,Fully Furnished Room for rent nearby LRT in Bukit Jalil,https://my.roomz.asia/883947
Selangor,Bandar Utama,550,"🔥Hot Sales!! Middle room for rent Bandar Utama BU3 Walking Distance 1 Utama, MRT STation🔥",https://my.roomz.asia/794941
Selangor,Kelana Jaya,550,💠Fully Furnished Room at SS4 KELANA JAYA 🎐 SS5 🎐 SS3 WITH 🆓 WIFI FREE 🆓,https://my.roomz.asia/809760
Selangor,SS2,500,"BEST DEAL!!! With 100MBPS WIFI room To let at SS2, PJ With Fully Facilities, Free Maintenance",https://my.roomz.asia/809288
Selangor,Bandar Utama,550,"🔥🔥 ( HOT PROMO ) Complete Facilities Room To Let at BU6, Bandar Utama 📍 Include Utilities, Free Internet & Maintenance provided 🛠",https://my.roomz.asia/809748
Selangor,Seksyen 19,550,"Room To Let at Seksyen 19, PJ with utilities Inc. & Fully Furnished",https://my.roomz.asia/808056
Selangor,Bandar Utama,550,Zero Deposit ⬛⬜ Can be Walking Distance MRT Bandar Utama,https://my.roomz.asia/808046
Selangor,Taman Mayang,550,"💥💥 OFFER ! Great Location Unit at Taman Mayang with Wifi, Inc. Utilities",https://my.roomz.asia/808133
Selangor,Kelana Jaya,500,"Best Deal!! Room Rent at SS22, Damansara Jaya with fully furnished",https://my.roomz.asia/808093
Selangor,Bandar Utama,450,   IMMEDIATELY MOVE IN CONDITION ⚠️⚠️ Bandar Utama 11 -  Room For Rent,https://my.roomz.asia/807501
Selangor,Subang Jaya,700,Single room for rent at The Square @ One City,https://my.roomz.asia/826130
Selangor,Subang Jaya,850,Middle Balcony room for rent at The Square @ One City,https://my.roomz.asia/842965
Selangor,Bandar Sunway,500,"PJS 7 / 4A , BANDAR SUNWAY BUDGET SINGLE ROOMS WITH COMFORTABLE ENVIROMENT// 2 MIN WALKING DISTANCE TO TAYLOR CAMPUS",https://my.roomz.asia/828354
Selangor,Bandar Sunway,500,OFFER NOW!! PJS 7/4A Close to TAYLOR Lakeside Attached bathroom medium room  ,https://my.roomz.asia/828392
Selangor,Kota Damansara,1200,Master room for rent at Emporis Kota Damansara with private 🛁bathroom prefer  👩female,https://my.roomz.asia/836174
Selangor,Petaling Jaya,390,❣🅰ZERO DEPOSIT - Single Room for Rent at Damansara Jaya | Atria |KDU |3 Damansara |a |Uptown ,https://my.roomz.asia/871729
Selangor,Bandar Utama,500,"🚇 Single room for rent at BU 1, Bandar Utama with High Speed WI-FI & Easy Access Public Transportation",https://my.roomz.asia/817065
Selangor,Petaling Jaya,420,Single room for rent at Damansara Jaya,https://my.roomz.asia/871772
Selangor,Petaling Jaya,530,❣🅰ZERO DEPOSIT - Medium Room for Rent at Damansara Jaya | Atria |KDU |3 Damansara |Damansara Utama |Uptown |Starling Mall,https://my.roomz.asia/871780
Selangor,Bandar Utama,550,"⛪⛪ FREE UTILITY!!! Middle room for rent at Bu 4, Bandar Utama, PJ ⛪⛪ ",https://my.roomz.asia/816871
Selangor,Bandar Sunway,650,PJS 7 🛌 Landed House Big Single Rooms for RENT ,https://my.roomz.asia/897371
Selangor,Bandar Mahkota Cheras,650,Master room for rent at Bandar Mahkota Cheras Sek 6,https://my.roomz.asia/872155
Selangor,Selangor,450,Medium  room for rent at Bandar Mahkota Cheras,https://my.roomz.asia/854001
Selangor,Petaling Jaya,1000,Master Room  ,https://my.roomz.asia/876912
Selangor,Seksyen 14,880,Master room for rent at Menara Jaya Condo with private 🛁bathroom,https://my.roomz.asia/864602
Selangor,Ara Damansara,880,[PRIVATE BATHROOM] Master Bedroom for rent at Pacific Place @ Ara Damansara,https://my.roomz.asia/813115
Kuala Lumpur,Desa Pandan,1000,"Master room near KLCC, Desa Pandan, Ampang Hilir ",https://my.roomz.asia/871156
Kuala Lumpur,Desa Pandan,1350,"Designer Suite Room near KLCC, Desa Pandan, Ampang Hilir",https://my.roomz.asia/873726
Kuala Lumpur,Cheras,700,Middle room for rent at The Holmes 2 with private 🛁bathroom | FREE Carpark ,https://my.roomz.asia/889998
Kuala Lumpur,Kuchai,480,"Single room for rent at Kuchai Lama, Happy Garden, OUG, Old Klang Road [Include utilities]",https://my.roomz.asia/852629
Kuala Lumpur,Kuchai,580,"Medium room for rent at Kuchai Lama, Happy Garden, OUG, Old Klang Road, Sri Petaling [Include utilities]",https://my.roomz.asia/852624
Kuala Lumpur,Segambut,650,Lady Unit Middle Room for rent at United Point Residence with Share 🛁Bathroom Next to Mont Kiara ,https://my.roomz.asia/844207
Kuala Lumpur,Setiawangsa,950,New Master room for rent at Seri Maya Condominium with private 🛁bathroom (Lady and Mixed Gender Unit also have NOW),https://my.roomz.asia/849064
Kuala Lumpur,Setiawangsa,850,BIG Balcony Room @Seri Maya Condo next to Setiawagsa LRT KLCC Bukit Bintang Pavillion,https://my.roomz.asia/799447
Kuala Lumpur,Setiawangsa,1000,[Muslim Lady] One Jelatek Master Room With Private Bathroom LRT to KLCC KL Sentral,https://my.roomz.asia/797043
Kuala Lumpur,Cheras,400,"RM400 single room-Balakong-include unifi,electric & water bill",https://my.roomz.asia/881532
Kuala Lumpur,Cheras,650,"Female Unit-Balakong Cheras Jaya-Master room-RM650-include unifi,electric & water",https://my.roomz.asia/881724
Kuala Lumpur,Bukit Damansara,800,Single room for rent at Damansara Heights,https://my.roomz.asia/889984
Kuala Lumpur,Kuala Lumpur,850,Middle room for rent at Petalz Residences @ Old Klang Road,https://my.roomz.asia/882044
Kuala Lumpur,Segambut,1150,Master room for rent at Royalle Condominium @ North Kiara with private 🛁bathroom,https://my.roomz.asia/875899
Kuala Lumpur,Bukit Jalil,450,Single room for rent at Vista Komanwel A prefer  👩female,https://my.roomz.asia/878837
Kuala Lumpur,Bukit Jalil,550,Middle room for rent at Vista Komanwel A prefer  👩female,https://my.roomz.asia/878839
Kuala Lumpur,Bukit Jalil,450,Small room for rent at Vista Komanwel B,https://my.roomz.asia/855509
Kuala Lumpur,Bukit Jalil,550,"MIDDLE Bedroom, Vista Komanwel B , Bukit Jalil, TPM, IMU",https://my.roomz.asia/855508
Kuala Lumpur,Bukit Jalil,800,Master room for rent at Vista Komanwel B with private 🛁bathroom prefer  👩female,https://my.roomz.asia/880158
Kuala Lumpur,Kuala Lumpur,880,Master room for rent at Danau Idaman - Block C | condo with private 🛁bathroom,https://my.roomz.asia/889862
Kuala Lumpur,Bukit Damansara,890,Damansara Studio Unit for rent with private 🛁bathroom,https://my.roomz.asia/852810
Kuala Lumpur,Setapak,700,"💜Balcony room for rent at PV20 💜*Female Unit👩*, PV128 , Behind have QIANT , Columbia hospital , Tarc , Bus station",https://my.roomz.asia/818487
